"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Mostacero-León, J.; Peláez-Peláez, F.; Alarcón-Rojas, N.M.; De La Cruz-Castillo, A.J.; Alva-Calderón, R.; Charcape-Ravelo, M.","Mostacero-León, José (56368132600); Peláez-Peláez, Freddy (57209293778); Alarcón-Rojas, Narda M. (57209292634); De La Cruz-Castillo, Anthony J. (57209297412); Alva-Calderón, Roger (57209295343); Charcape-Ravelo, Manuel (57204357611)","56368132600; 57209293778; 57209292634; 57209297412; 57209295343; 57204357611","Plants used for the treatment of cancer expanded in the main markets of the province of Trujillo, Peru, 2016 - 2017; Plantas utilizadas para el tratamiento del cáncer expendidas en los principales mercados de la provincia de Trujillo, Perú, 2016 - 2017","2019","Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","18","1","","81","94","0","8","10.35588/blacpma.19.18.1.07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067240640&doi=10.35588%2Fblacpma.19.18.1.07&partnerID=40&md5=b124e570bdbb5676721c66f0841090d9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85067240640"
"Galán-de-Mera, A.; Linares-Perea, E.; Martos, F.; Montoya-Quino, J.; Rodríguez-Zegarra, C.; Torres-Marquina, I.","Galán-de-Mera, Antonio (6603406134); Linares-Perea, Eliana (55587247800); Martos, Fredy (57209294904); Montoya-Quino, Juan F. (57201367290); Rodríguez-Zegarra, Carla (57209296285); Torres-Marquina, Iván (36053946100)","6603406134; 55587247800; 57209294904; 57201367290; 57209296285; 36053946100","Bioclimatic distribution of medicinal plants and its active substances in the Department of Cajamarca (Peru); Distribución bioclimática de plantas medicinales y sus principios activos en el Departamento de Cajamarca (Perú)","2019","Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","18","2","","130","143","0","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067236137&partnerID=40&md5=5b0e798a29122e13459227e5a51acdc9","Article","Final","","Scopus","2-s2.0-85067236137"
"Castañeda, R.; Gutierrez, H.; Chávez-Corcuera, G.; Villanueva-Espinoza, R.","Castañeda, Roxana Y. (57190738224); Gutierrez, Harol (57190739675); Chávez-Corcuera, Gonzalo Fernando (57212215677); Villanueva-Espinoza, Rosa Mariá (57216622564)","57190738224; 57190739675; 57212215677; 57216622564","Ethnobotany of passion flowers (Passiflora) in the Andean province of Angaraes (Huancavelica, Perú); Etnobotánica de las flores de la pasión (Passiflora) en la provincia andina de Angaraes (Huancavelica, Perú)","2019","Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","18","1","","27","41","0","6","10.35588/blacpma.19.18.1.03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067230488&doi=10.35588%2Fblacpma.19.18.1.03&partnerID=40&md5=7578df5e134621bfdd5937449f2ed5f4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85067230488"
"Hwang, S.H.; Kim, H.-Y.; Guillen Quispe, Y.N.G.; Wang, Z.; Zuo, G.; Lim, S.S.","Hwang, Seung-hwan (55627351600); Kim, Hyun-yong (57204438334); Guillen Quispe, Yanymee N. (57193683771); Wang, Zhiqiang (56511735800); Zuo, Guanglei (57197836985); Lim, Soonsung (7404081703)","55627351600; 57204438334; 57193683771; 56511735800; 57197836985; 7404081703","Aldose reductase, protein glycation inhibitory and antioxidant of peruvian medicinal plants: The case of tanacetum parthenium L: The its constituents","2019","Molecules","24","10","2010","","","0","26","10.3390/molecules24102010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066277540&doi=10.3390%2Fmolecules24102010&partnerID=40&md5=3c32d9f030b90bc0b6b17559e8e956a8","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85066277540"
"Rahman, N.; Rahman, H.; Haris, M.; Mahmood, R.","Rahman, Nazneen (7101749310); Rahman, Haseebur U.R. (56374129300); Haris, Mir (57201545937); Mahmood, Riaz (56373369300)","7101749310; 56374129300; 57201545937; 56373369300","Antioxidant, anti-inflammatory and wound healing properties of ethanolic extracts of thevetia peruviana (Pers.) k. schum","2019","Marmara Pharmaceutical Journal","23","1","","101","113","0","3","10.12991/jrp.2018.114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065876600&doi=10.12991%2Fjrp.2018.114&partnerID=40&md5=f8fea8df9efedf0848f37f4ae0122b56","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85065876600"
"Areche, C.; Fernandez-Burgos, R.; de Terrones, T.C.; Simirgiotis, M.; García-Beltrán, O.; Bórquez, J.; Sepúlveda, B.","Areche, Carlos (15838917800); Fernandez-Burgos, Ronald (57208015489); de Terrones, Teresa Cano (57208822917); Simirgiotis, Mario Juan (6506169664); García-Beltrán, Olimpo (35388027700); Bórquez, Jorge (6603050149); Sepúlveda, Beatriz (8985362200)","15838917800; 57208015489; 57208822917; 6506169664; 35388027700; 6603050149; 8985362200","Mulinum crassifolium phil; Two new mulinanes, gastroprotective activity and metabolomic analysis by uhplc-orbitrap mass spectrometry","2019","Molecules","24","9","1673","","","0","8","10.3390/molecules24091673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065469129&doi=10.3390%2Fmolecules24091673&partnerID=40&md5=b51a5c41be33cbd7811aa3975e940dec","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85065469129"
"Feder, D.; Gonzalez, M.S.; Mello, C.B.; Santos, M.G.; Rocha, L.; Kelecom, A.; Folly, E.","Feder, Denise (7005092544); Gonzalez, Marcelo Salabert (7404553306); Mello, Cícero Brasileiro (7005061508); Santos, Marcelo Guerra (7402562276); Rocha, L. (7102199469); Kelecom, Alphonse Germaine Albert Charles (6701571113); Folly, Evelize Das Chagas (8060796500)","7005092544; 7404553306; 7005061508; 7402562276; 7102199469; 6701571113; 8060796500","Exploring the insecticide and acaricide potential of development regulators obtained from restinga vegetation from Brazil","2019","Anais da Academia Brasileira de Ciencias","91","1","e20180381","","","0","10","10.1590/0001-3765201920180381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064184722&doi=10.1590%2F0001-3765201920180381&partnerID=40&md5=3f6c4c734f92aa210f2a404be9f814b4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85064184722"
"Soto Vásquez, M.R.; Alvarado-Garcia, P.A.A.; Rosales-Cerquin, L.","Soto Vásquez, Marilú Roxana (56780392200); Alvarado-Garcia, Paul Alan Arkin (57148562100); Rosales-Cerquin, R. Luis Enrique (57207935913)","56780392200; 57148562100; 57207935913","Phytotherapy based on the fluid extract of passiflora ligulain the treatment of test anxiety; Fitoterapia a base del extracto fluido de passiflora ligularis en el tratamiento de la ansiedad ante los exámenes","2019","Medicina Naturista","13","1","","56","60","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063284075&partnerID=40&md5=34b41c34ff46bb37da9a4f9be124fde4","Article","Final","","Scopus","2-s2.0-85063284075"
"Soto Vásquez, M.R.; Alvarado-Garcia, P.A.A.; Sagástegui-Guarniz, W.A.","Soto Vásquez, Marilú Roxana (56780392200); Alvarado-Garcia, Paul Alan Arkin (57148562100); Sagástegui-Guarniz, William A. (57234538800)","56780392200; 57148562100; 57234538800","Aromatherapy in mental health: A brief review; Aromaterapia en la salud mental: Una breve revisión","2019","Medicina Naturista","13","1","","21","25","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063264783&partnerID=40&md5=aff91791e02fdaa58f6e5344dfaaab3c","Review","Final","","Scopus","2-s2.0-85063264783"
"Doyle, M.F.; Miller, J.E.","Doyle, Matthew F. (48861141700); Miller, Joyce E. (16454613700)","48861141700; 16454613700","Demographic Profile of Chiropractors Who Treat Children: A Multinational Survey","2019","Journal of Manipulative and Physiological Therapeutics","42","1","","1","11","0","1","10.1016/j.jmpt.2018.03.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062953886&doi=10.1016%2Fj.jmpt.2018.03.007&partnerID=40&md5=fbc1fc9dc65fb6ee0afafbc66ecc9c07","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85062953886"
"Luján-Carpio, L.-C.; Henry, M.-S.; Mayor-Vega, M.-V.; Karola, M.-C.; María, M.-R.; Zaida, L.-C.; Carlos, P.-M.; Granara, S.-G.","Luján-Carpio, Elmer (56940932500); Henry, Medina Salazar (57205654313); Mayor-Vega, Alexander (57190341705); Karola, Medrano Canchari (57205653884); María, Mazuelos Rivas (57205649157); Zaida, Lizarraga Castañeda (57205653056); Carlos, Pante Medina (57192953439); Granara, A. A.S. (55907792100)","56940932500; 57205654313; 57190341705; 57205653884; 57205649157; 57205653056; 57192953439; 55907792100","Anti-inflammatory and neurobehavioral effects of the leaves from maytenus macrocarpa (Ruiz and Pavón) briquet in mice","2019","Pharmacognosy Journal","11","1","","75","80","0","2","10.5530/pj.2019.1.14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060916146&doi=10.5530%2Fpj.2019.1.14&partnerID=40&md5=b1f25838f620c3f33f466c92d026cc83","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85060916146"
"Kimyon, R.S.; Liou, Y.L.; Schlarbaum, J.P.; Hylwa-Deufel, S.A.","Kimyon, Rebecca S. (56189088700); Liou, Yujie Linda (57205445367); Schlarbaum, Jamie P. (57189519220); Hylwa-Deufel, Sara A. (51061232000)","56189088700; 57205445367; 57189519220; 51061232000","Everlasting Liquid Lipstick: Reminder to Patch Test Personal Products","2019","Dermatitis","30","1","","78","79","0","1","10.1097/DER.0000000000000425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060049454&doi=10.1097%2FDER.0000000000000425&partnerID=40&md5=c01e9196565e628ec72fe70d9d2e5d88","Note","Final","","Scopus","2-s2.0-85060049454"
"Ballesteros, J.L.; Tacchini, M.; Spagnoletti, A.; Grandini, A.; Paganetto, G.; Neri, L.M.; Marengo, A.; Angiolella, L.; Guerrini, A.; Sacchetti, G.","Ballesteros, José Luis (57192908370); Tacchini, Massimo (6506264179); Spagnoletti, Antonella (55613507400); Grandini, Alessandro (24512047500); Paganetto, Guglielmo (6603613338); Neri, L. M. (7005413542); Marengo, Arianna (56112422100); Angiolella, Letizia (6602478529); Guerrini, A. (7004559357); Sacchetti, Gianni (7005978235)","57192908370; 6506264179; 55613507400; 24512047500; 6603613338; 7005413542; 56112422100; 6602478529; 7004559357; 7005978235","Rediscovering medicinal Amazonian aromatic plants: Piper carpunya (Piperaceae) essential oil as paradigmatic study","2019","Evidence-based Complementary and Alternative Medicine","2019","","6194640","","","0","15","10.1155/2019/6194640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059606466&doi=10.1155%2F2019%2F6194640&partnerID=40&md5=f0ffd72b62efdb6a0074927b1e45d59a","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85059606466"
"Freedman, J.; Griggs, J.; de Padova, M.P.; Tosti, A.","Freedman, Jeremy B. (57188837037); Griggs, Jacob W. (57201271350); de Padova, Maria Pia (6603939373); Tosti, Antonella Abbas (7102086687)","57188837037; 57201271350; 6603939373; 7102086687","What's the “buzz” about propolis? Propolis-induced systemic contact dermatitis","2019","Contact Dermatitis","80","1","","65","67","0","13","10.1111/cod.13131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054754840&doi=10.1111%2Fcod.13131&partnerID=40&md5=21de81896adfdc1fb1b55e737472b72c","Note","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85054754840"
"Aguirre Velarde, A.; Pecquerie, L.; Jean, F.; Thouzeau, G.; Flye-Sainte-Marie, J.","Aguirre Velarde, Arturo (56565486300); Pecquerie, Laure (25822562700); Jean, Fred (7006191244); Thouzeau, Gérard (56000045100); Flye-Sainte-Marie, Jonathan (16233059900)","56565486300; 25822562700; 7006191244; 56000045100; 16233059900","Predicting the energy budget of the scallop Argopecten purpuratus in an oxygen–limiting environment","2019","Journal of Sea Research","143","","","254","261","0","14","10.1016/j.seares.2018.09.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054059725&doi=10.1016%2Fj.seares.2018.09.011&partnerID=40&md5=0fdf6003affd2a3731bf8c8894fd6d73","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85054059725"
"Venegas-Casanova, E.A.; Ruiz-Reyes, S.G.; Gavídia-Valencia, J.G.; Jara-Aguilar, R.; Uribe-Villarreal, J.C.; Curo-Vallejos, Y.F.; Rengifo-Penadillos, R.A.; Martínez, J.L.; Cuéllar, A.","Venegas-Casanova, Edmundo Arturo (57205337778); Ruiz-Reyes, Segundo G. (57203804789); Gavídia-Valencia, José Gilberto (57205336899); Jara-Aguilar, Demetrio Rafael (57205345392); Uribe-Villarreal, José C. (57205340226); Curo-Vallejos, Yuri F. (57205341931); Rengifo-Penadillos, Roger A. (57205344297); Martínez, José Luis Luis (56312463700); Cuéllar, Armando (7006630766)","57205337778; 57203804789; 57205336899; 57205345392; 57205340226; 57205341931; 57205344297; 56312463700; 7006630766","Variability in the chemical composition of justicia pectoralis jacq. (two varieties): Essential oils in over several months","2018","Pharmacologyonline","3","","","402","411","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059633851&partnerID=40&md5=91aae6bdc5d476b075dcce2c8afc4e01","Article","Final","","Scopus","2-s2.0-85059633851"
"Luzuriaga-Quichimbo, C.X.; Blanco-Salas, J.; Cerón-Martinez, C.E.; Stanković, M.S.; Ruiz-Téllez, T.","Luzuriaga-Quichimbo, Carmen X. (57204427487); Blanco-Salas, José (36195206300); Cerón-Martinez, Carlos Eduardo (6602943383); Stanković, Milan S. (57211505576); Ruiz-Téllez, Trinidad (6602904872)","57204427487; 36195206300; 6602943383; 57211505576; 6602904872","On the possible chemical justification of the ethnobotanical use of hyptis obtusiflora in amazonian Ecuador","2018","Plants","7","4","104","","","0","8","10.3390/plants7040104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060238642&doi=10.3390%2Fplants7040104&partnerID=40&md5=3bf75972a2a430362a9e4e01c01f2a11","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85060238642"
"Bascur, M.; Guzmán, F.; Mora, S.; Espinoza, P.; Urzúa, A.","Bascur, Miguel (57188970612); Guzmán, Fabián (57188960991); Mora, Sergio (57193888775); Espinoza, Pepe (25630175800); Urzúa, Ángel (46462129300)","57188970612; 57188960991; 57193888775; 25630175800; 46462129300","Temporal variation in the fatty acid composition of ovigerous females and embryos of the squat lobster Pleuroncodes monodon (Decapoda, Munididae)","2018","Journal of the Marine Biological Association of the United Kingdom","98","8","","1977","1990","0","17","10.1017/S002531541700145X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059845899&doi=10.1017%2FS002531541700145X&partnerID=40&md5=cacf7810cd675fe08feeb99d25faffff","Conference paper","Final","","Scopus","2-s2.0-85059845899"
"Solís-Quispe, L.; Solis-Quispe, J.A.; Tomaylla-Cruz, C.; Aragon-Alencastre, L.J.; Rodríguez, J.L.; Pino, J.A.","Solís-Quispe, Leoncio (56993980000); Solis-Quispe, Jorge A. (57205329573); Tomaylla-Cruz, Ciro (56993981200); Aragon-Alencastre, Luz J. (57205331247); Rodríguez, José Luis (57208898824); Pino, J. A. (7101640637)","56993980000; 57205329573; 56993981200; 57205331247; 57208898824; 7101640637","Chemical composition and antioxidant activity of the essential oil from hedeoma mandoniana grown in Cuzco","2018","Natural Product Communications","13","12","","1725","1726","0","0","10.1177/1934578x1801301235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059551535&doi=10.1177%2F1934578x1801301235&partnerID=40&md5=b5f906372319bd9680d38768538234bf","Article","Final","","Scopus","2-s2.0-85059551535"
"Chou, M.; Mikhaylov, D.; Lazic, T.L.","Chou, Margaret (57195071117); Mikhaylov, Daniela (57204600869); Lazic, Tamara (26654172700)","57195071117; 57204600869; 26654172700","Common allergens present in personal care products: Identification, diagnosis, and management","2018","Seminars in Cutaneous Medicine and Surgery","37","4","","254","262","0","6","10.12788/j.sder.2018.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057211544&doi=10.12788%2Fj.sder.2018.029&partnerID=40&md5=c8ede793383cc5df2f309b964b35ab28","Article","Final","","Scopus","2-s2.0-85057211544"
"Guile, L.; Graham, D.; Jachmann, A.","Guile, Lucy (56703244300); Graham, Devon (56292516800); Jachmann, Anne (57216490337)","56703244300; 56292516800; 57216490337","Health and Demographic Characteristics of Patients Attending a Newly-Opened Medical Facility in a Remote Amazonian Community: A Descriptive Study","2018","Medical sciences","6","4","","","","0","3","10.3390/medsci6040106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081626297&doi=10.3390%2Fmedsci6040106&partnerID=40&md5=45296e311495e4aa5d7baadf5d0ad4db","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85081626297"
"Monteban, M.; Yucra Velasquez, V.; Yucra Velasquez, B.","Monteban, Madalena F. (54973700200); Yucra Velasquez, Valeria (57204689024); Yucra Velasquez, Benedicta (57204685604)","54973700200; 57204689024; 57204685604","Comparing Indigenous and public health infant feeding recommendations in Peru: Opportunities for optimizing intercultural health policies","2018","Journal of Ethnobiology and Ethnomedicine","14","1","69","","","0","14","10.1186/s13002-018-0271-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056704657&doi=10.1186%2Fs13002-018-0271-2&partnerID=40&md5=af8b4e160cea64a17af1512070263eb0","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85056704657"
